bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_basement,yr_built,waterfront_encoded,view_encoded,property_typ_apartment,property_typ_multi_generation_house,property_typ_semi_detached_house,property_typ_single_family_house,property_typ_top_floor_apartment
4,3.0,2300,7609,2.0,4,7.0,0,1976,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1880,5450,1.5,4,8.0,0,1924,0,0,1.0,0.0,0.0,0.0,0.0
3,3.5,2380,6250,2.0,3,8.0,710,1997,0,3,0.0,0.0,1.0,0.0,0.0
3,1.75,2000,12669,1.0,4,7.0,800,1965,0,3,0.0,0.0,1.0,0.0,0.0
4,3.5,3930,6120,2.0,3,10.0,620,2007,0,0,0.0,0.0,0.0,1.0,0.0
3,1.0,1030,24750,1.0,3,5.0,0,1943,0,2,1.0,0.0,0.0,0.0,0.0
4,2.5,2110,11680,1.0,4,7.0,690,1977,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,2020,7200,1.5,4,6.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,1600,7936,1.0,3,7.0,0,1947,0,0,1.0,0.0,0.0,0.0,0.0
3,3.5,2440,3502,2.0,3,7.0,470,2000,0,0,0.0,0.0,1.0,0.0,0.0
3,1.75,1550,4057,1.0,3,6.0,720,1945,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,1940,10350,1.0,3,7.0,520,1979,0,0,0.0,0.0,1.0,0.0,0.0
4,2.25,3180,9600,2.0,3,10.0,0,1984,0,0,1.0,0.0,0.0,0.0,0.0
4,3.25,3780,11200,2.0,3,11.0,0,2002,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1190,5100,1.0,4,7.0,160,1941,0,0,0.0,0.0,1.0,0.0,0.0
4,2.25,2290,9900,1.0,4,8.0,740,1959,0,2,0.0,0.0,1.0,0.0,0.0
2,1.0,1180,4900,1.0,5,6.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
4,2.0,1720,7210,1.0,3,7.0,860,1971,0,0,0.0,0.0,1.0,0.0,0.0
4,2.0,2680,13680,2.0,4,7.0,330,1943,0,2,0.0,0.0,1.0,0.0,0.0
2,1.0,920,10000,1.0,4,7.0,0,1981,0,0,1.0,0.0,0.0,0.0,0.0
4,2.0,1780,19843,1.0,3,7.0,0,1963,0,0,1.0,0.0,0.0,0.0,0.0
4,3.5,4080,10666,2.0,3,9.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,1510,3844,1.0,4,7.0,0,1923,0,0,1.0,0.0,0.0,0.0,0.0
4,3.5,3270,15160,1.0,3,8.0,1610,1997,0,2,0.0,0.0,1.0,0.0,0.0
3,2.5,1820,6785,1.0,3,7.0,400,1994,0,0,0.0,0.0,1.0,0.0,0.0
3,1.75,1580,7344,1.0,5,7.0,0,1911,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,960,7200,1.0,4,6.0,0,1958,0,0,1.0,0.0,0.0,0.0,0.0
4,2.25,1550,7579,2.0,3,8.0,0,1993,0,0,1.0,0.0,0.0,0.0,0.0
3,2.25,1450,19206,2.0,3,7.0,0,1989,0,0,1.0,0.0,0.0,0.0,0.0
4,2.75,2530,13474,2.0,4,8.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
3,2.25,2220,4060,1.0,3,7.0,890,1993,0,0,0.0,0.0,1.0,0.0,0.0
3,2.25,1690,7320,2.0,3,7.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
4,3.5,2870,3225,2.0,3,9.0,800,2006,0,3,0.0,0.0,0.0,1.0,0.0
3,1.75,1840,9697,1.0,4,7.0,340,1985,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,2820,8408,2.0,3,9.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,1560,5130,1.0,5,7.0,410,1915,0,0,0.0,0.0,1.0,0.0,0.0
2,1.0,720,18000,1.0,3,6.0,0,1950,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,3180,13118,2.0,4,11.0,0,1986,0,0,1.0,0.0,0.0,0.0,0.0
2,3.25,1400,1243,3.0,3,8.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,1940,7415,2.0,3,8.0,0,1965,0,0,1.0,0.0,0.0,0.0,0.0
4,1.75,2280,5959,1.0,3,7.0,1030,1947,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,1430,10200,1.0,3,7.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
4,3.5,3960,6654,2.0,3,10.0,1110,2006,0,0,0.0,0.0,0.0,1.0,0.0
4,2.5,2540,4241,2.0,3,8.0,0,2009,0,0,1.0,0.0,0.0,0.0,0.0
4,3.5,2720,9000,2.0,3,8.0,50,1997,0,0,0.0,0.0,1.0,0.0,0.0
2,1.0,1130,8160,1.0,4,6.0,0,1952,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,990,8760,1.0,3,7.0,0,1977,0,0,1.0,0.0,0.0,0.0,0.0
6,4.5,3810,28176,1.0,5,10.0,0,1969,0,4,1.0,0.0,0.0,0.0,0.0
3,1.0,1140,7316,1.0,3,6.0,0,1959,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2490,5928,2.0,3,8.0,0,1998,0,2,1.0,0.0,0.0,0.0,0.0
3,2.0,1936,6612,2.0,3,7.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1660,10440,1.0,3,7.0,620,1978,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,1490,8239,1.0,4,6.0,0,1963,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1510,6000,1.0,3,7.0,450,1947,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,2110,5608,1.0,3,8.0,770,2013,0,0,0.0,0.0,1.0,0.0,0.0
3,2.0,1270,1323,3.0,3,8.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,1920,7200,1.0,3,7.0,620,1984,0,0,0.0,0.0,1.0,0.0,0.0
4,2.25,2180,10754,1.0,5,7.0,1080,1954,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,2210,6080,1.0,4,8.0,800,1965,0,2,0.0,0.0,1.0,0.0,0.0
3,2.25,2960,8330,1.0,4,10.0,700,1953,0,3,0.0,0.0,0.0,1.0,0.0
3,1.75,1640,53400,1.0,4,7.0,0,1966,0,0,1.0,0.0,0.0,0.0,0.0
5,2.25,2830,7738,2.0,4,8.0,0,1977,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2669,5385,2.0,3,9.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1300,12731,1.0,3,8.0,0,1981,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,1600,10318,1.0,3,7.0,670,1941,0,0,0.0,0.0,1.0,0.0,0.0
7,3.5,2870,29699,1.0,3,7.0,1350,1961,0,0,0.0,1.0,0.0,0.0,0.0
2,2.5,1170,1394,2.0,3,8.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2600,5188,2.0,3,8.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
2,1.5,1160,1438,2.0,3,7.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2880,11443,2.0,4,9.0,0,1986,0,0,1.0,0.0,0.0,0.0,0.0
3,2.25,1580,16215,1.0,4,7.0,0,1978,0,0,1.0,0.0,0.0,0.0,0.0
2,2.25,1460,1607,2.0,3,8.0,0,2007,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2490,5647,2.0,3,8.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1700,8360,1.0,4,7.0,850,1955,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,1460,5000,1.0,4,7.0,0,1934,0,0,1.0,0.0,0.0,0.0,0.0
3,2.75,1900,8200,2.0,4,7.0,0,1984,0,0,1.0,0.0,0.0,0.0,0.0
3,3.0,2260,1825,2.0,3,8.0,600,2002,0,0,0.0,0.0,1.0,0.0,0.0
4,3.0,3740,30884,2.0,3,9.0,680,1988,0,0,0.0,0.0,0.0,1.0,0.0
5,3.0,3655,51836,1.0,5,8.0,1481,1955,0,0,0.0,0.0,1.0,0.0,0.0
2,2.25,2690,15000,1.0,3,8.0,820,1987,0,2,0.0,0.0,1.0,0.0,0.0
2,2.0,1651,18200,1.0,3,6.0,0,1946,0,0,1.0,0.0,0.0,0.0,0.0
3,1.5,1210,7560,1.0,3,7.0,0,1941,0,0,1.0,0.0,0.0,0.0,0.0
4,2.0,2310,5004,1.0,3,7.0,880,1994,0,0,0.0,0.0,1.0,0.0,0.0
3,1.5,1210,7247,1.0,4,7.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
4,2.0,2790,8793,1.0,4,8.0,1150,1977,0,0,0.0,0.0,1.0,0.0,0.0
2,1.75,1460,426450,1.0,5,7.0,500,1966,0,0,0.0,0.0,1.0,0.0,0.0
4,1.5,2140,7920,1.0,3,7.0,950,1959,0,0,0.0,0.0,1.0,0.0,0.0
4,3.5,4030,1024068,2.0,3,10.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2350,8001,2.0,4,8.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1020,4980,1.0,4,7.0,170,1941,0,0,0.0,0.0,1.0,0.0,0.0
2,1.0,1210,7040,1.0,3,7.0,0,1952,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2450,7051,1.0,3,8.0,580,1990,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,1700,6675,2.0,3,7.0,0,1997,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,2290,8234,1.0,4,7.0,1040,1950,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,2240,7589,2.0,3,8.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,840,9000,1.0,5,6.0,0,1951,0,0,1.0,0.0,0.0,0.0,0.0
4,2.75,2090,13500,1.0,4,8.0,0,1949,0,0,1.0,0.0,0.0,0.0,0.0
2,1.75,1510,5319,2.0,4,8.0,0,1978,0,0,1.0,0.0,0.0,0.0,0.0
3,1.5,1660,4800,2.0,3,8.0,0,1907,0,0,1.0,0.0,0.0,0.0,0.0
4,2.0,2170,5404,1.5,5,6.0,700,1920,0,0,0.0,0.0,1.0,0.0,0.0
4,3.0,2050,4000,2.0,3,8.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1120,9730,1.0,3,7.0,0,1944,0,0,1.0,0.0,0.0,0.0,0.0
6,5.0,3028,18055,2.0,3,7.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
1,1.0,800,2480,1.0,4,6.0,0,1919,0,0,0.0,0.0,0.0,0.0,1.0
2,1.0,1020,7742,1.0,4,6.0,0,1935,0,0,1.0,0.0,0.0,0.0,0.0
3,2.25,1590,9960,1.0,3,7.0,530,1976,0,0,0.0,0.0,1.0,0.0,0.0
2,1.0,880,4000,1.0,3,7.0,0,1940,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,2930,29136,2.0,3,8.0,690,1990,0,0,0.0,0.0,1.0,0.0,0.0
2,1.0,770,11084,1.0,4,6.0,0,1947,0,0,1.0,0.0,0.0,0.0,0.0
3,2.25,1320,1800,2.0,3,7.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2020,4350,2.0,5,9.0,290,1943,0,0,0.0,0.0,0.0,1.0,0.0
4,3.25,4400,262666,2.0,3,11.0,0,1988,0,0,1.0,0.0,0.0,0.0,0.0
4,4.5,3890,5906,2.0,3,11.0,830,2004,0,3,0.0,0.0,0.0,1.0,0.0
3,2.75,1670,1350,3.0,3,9.0,320,2014,0,0,0.0,0.0,0.0,1.0,0.0
3,1.75,2110,19600,1.0,4,8.0,0,1959,0,0,1.0,0.0,0.0,0.0,0.0
4,3.5,2770,10505,2.0,3,8.0,0,1940,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,1340,8100,1.0,3,8.0,0,1950,0,2,1.0,0.0,0.0,0.0,0.0
2,1.0,930,3750,1.0,4,7.0,0,1909,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,910,8658,1.0,3,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,990,6315,1.0,3,7.0,0,1970,0,0,1.0,0.0,0.0,0.0,0.0
3,2.25,2160,8114,1.0,3,8.0,700,1960,0,0,0.0,0.0,1.0,0.0,0.0
4,2.25,2340,13383,1.0,3,8.0,1170,1983,0,0,0.0,0.0,1.0,0.0,0.0
4,1.75,2010,5070,1.0,4,7.0,710,1963,0,1,0.0,0.0,1.0,0.0,0.0
3,2.75,2810,12813,2.0,3,8.0,770,1988,0,0,0.0,0.0,1.0,0.0,0.0
3,2.0,1750,4990,1.0,3,7.0,800,1916,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,2300,6087,2.0,3,7.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
4,1.5,1620,5444,1.5,3,8.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
3,1.5,1330,1265,2.0,3,8.0,190,2008,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,1489,3266,2.0,3,7.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
3,2.25,2240,9314,2.0,3,9.0,0,1984,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,2270,7156,1.0,3,7.0,900,1948,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,1270,8920,1.0,5,7.0,0,1969,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2000,6107,2.0,3,8.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,1660,1458,3.0,3,9.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1270,4268,1.0,3,7.0,0,1921,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2680,28243,2.0,3,9.0,0,1993,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,940,5375,1.0,4,5.0,0,1952,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1140,8400,1.0,4,7.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
2,2.0,1550,2400,1.5,4,7.0,0,1900,0,0,1.0,0.0,0.0,0.0,0.0
4,5.0,4550,18641,1.0,3,10.0,1950,2002,1,4,0.0,0.0,0.0,1.0,0.0
4,2.75,3430,8000,1.5,4,8.0,0,1972,0,0,1.0,0.0,0.0,0.0,0.0
2,1.5,2130,35679,1.0,4,7.0,0,1963,0,0,1.0,0.0,0.0,0.0,0.0
4,1.75,2770,8521,1.0,4,7.0,1300,1953,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,1910,4862,2.0,3,7.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
1,1.0,1090,8750,1.0,4,7.60247802734375,0,1924,0,0,0.0,0.0,0.0,0.0,1.0
3,2.0,1530,5401,1.0,4,7.0,0,1937,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1670,9900,1.0,4,8.0,0,1957,0,0,1.0,0.0,0.0,0.0,0.0
3,3.25,2970,234788,2.0,3,9.0,930,1991,0,3,0.0,0.0,0.0,1.0,0.0
4,2.5,3220,14463,2.0,3,8.0,0,1978,0,0,1.0,0.0,0.0,0.0,0.0
2,2.0,1400,10052,1.0,3,8.0,0,1957,0,0,1.0,0.0,0.0,0.0,0.0
4,2.75,3540,13515,2.0,3,10.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,2240,11250,1.0,3,8.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1320,3625,2.0,3,7.0,0,1900,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,1610,3848,2.0,3,8.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,1750,15500,1.0,3,7.0,260,1982,0,0,0.0,0.0,1.0,0.0,0.0
2,1.0,840,4200,1.0,3,5.0,0,1938,0,0,1.0,0.0,0.0,0.0,0.0
4,1.0,1120,7104,1.5,3,7.0,0,1946,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2280,42077,2.0,3,8.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,1180,10800,1.0,3,7.0,0,1984,0,0,1.0,0.0,0.0,0.0,0.0
4,1.75,2000,7350,1.0,3,7.0,900,1963,0,0,0.0,0.0,1.0,0.0,0.0
2,1.5,1120,1312,2.0,3,7.0,120,2004,0,0,0.0,0.0,1.0,0.0,0.0
3,3.0,1730,1902,3.0,3,8.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,1630,3425,2.0,3,8.0,0,1999,0,0,1.0,0.0,0.0,0.0,0.0
4,3.5,4440,20668,2.0,5,10.0,1200,1965,0,2,0.0,0.0,0.0,1.0,0.0
4,2.5,2150,5397,2.0,3,8.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
3,3.5,2540,10578,2.0,3,9.0,530,2014,0,1,0.0,0.0,0.0,1.0,0.0
3,2.25,2080,2856,1.5,3,7.0,530,2003,0,0,0.0,0.0,1.0,0.0,0.0
2,1.0,670,6300,1.0,5,6.0,0,1942,0,0,1.0,0.0,0.0,0.0,0.0
4,2.75,3130,9711,2.0,3,9.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,990,8840,1.0,3,6.0,0,1966,0,0,1.0,0.0,0.0,0.0,0.0
3,1.5,1530,7500,1.5,3,7.0,0,1986,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2300,9218,2.0,3,9.0,0,1998,0,2,1.0,0.0,0.0,0.0,0.0
4,2.5,3330,9557,2.0,3,10.0,0,1995,0,0,1.0,0.0,0.0,0.0,0.0
4,2.25,1770,7778,2.0,3,7.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
3,1.5,1430,7347,1.0,3,7.0,610,1980,0,0,0.0,0.0,1.0,0.0,0.0
3,1.5,1520,4288,1.0,3,7.0,500,1949,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,1870,16200,1.0,5,8.0,620,1974,0,0,0.0,0.0,1.0,0.0,0.0
2,1.0,1420,4635,2.0,4,7.0,0,1941,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2610,3277,1.5,5,8.0,690,1922,0,0,0.0,0.0,1.0,0.0,0.0
4,2.75,3410,5838,2.0,3,9.0,0,2012,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2370,9135,1.0,4,8.0,770,1967,0,0,0.0,0.0,1.0,0.0,0.0
5,2.75,2440,6858,2.0,3,8.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
4,4.0,3530,10935,2.0,3,10.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,3400,5119,2.0,3,8.0,1100,2014,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,1840,5550,2.0,3,8.0,0,2004,0,0,1.0,0.0,0.0,0.0,0.0
3,2.75,2220,5000,2.0,3,7.0,0,1993,0,0,1.0,0.0,0.0,0.0,0.0
4,2.0,1510,4235,1.0,3,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
4,3.0,3570,10273,1.5,3,9.0,940,1935,0,3,0.0,0.0,0.0,1.0,0.0
4,3.0,2620,214750,2.0,3,8.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,1220,17652,1.0,4,7.0,0,1980,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,800,4342,1.0,3,6.0,130,1927,0,0,0.0,0.0,1.0,0.0,0.0
4,1.75,2600,18042,1.0,4,8.0,580,1969,0,0,0.0,0.0,1.0,0.0,0.0
5,2.5,3160,8000,1.0,4,7.0,1580,1960,0,0,0.0,0.0,1.0,0.0,0.0
3,2.0,1460,2800,1.0,4,7.0,730,1921,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,1060,5600,1.0,4,6.0,300,1943,0,0,0.0,0.0,1.0,0.0,0.0
3,1.75,2060,3500,1.0,5,7.0,1030,1951,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,2740,8400,1.5,3,8.0,0,1993,0,2,1.0,0.0,0.0,0.0,0.0
3,1.5,1280,1920,1.5,3,7.0,0,1905,0,0,1.0,0.0,0.0,0.0,0.0
3,3.0,1550,1608,2.0,3,8.0,270,2001,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,1150,1193,2.0,3,8.0,130,2006,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,2060,4200,2.0,3,8.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1410,5060,1.0,4,7.0,500,1956,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,1050,7670,1.5,5,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
3,2.25,1700,8800,1.0,5,7.0,850,1969,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,1000,4959,1.0,3,8.0,0,1945,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,1440,7320,1.0,5,7.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
3,1.5,1290,7100,1.0,3,6.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,1410,4303,1.5,4,7.0,0,1900,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2360,12987,2.0,3,8.0,0,1983,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1700,7700,1.0,3,7.0,580,1960,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,2590,18980,1.0,4,10.0,0,1976,0,0,1.0,0.0,0.0,0.0,0.0
3,2.25,1540,17424,2.0,3,7.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
3,3.75,2260,2050,2.0,3,9.0,1090,2010,0,0,0.0,0.0,0.0,1.0,0.0
4,1.75,1290,3060,2.0,4,7.0,0,1906,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2470,8536,2.0,3,8.0,0,2002,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,850,4650,1.0,3,7.0,0,1975,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1120,6600,1.0,3,7.0,0,1943,0,0,1.0,0.0,0.0,0.0,0.0
4,1.75,2060,9828,1.0,4,8.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2134,1984,2.5,3,8.0,0,2008,0,0,1.0,0.0,0.0,0.0,0.0
3,1.5,1270,7128,1.0,4,6.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
4,1.75,1970,8390,1.0,3,7.0,830,1955,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,2120,3640,2.0,3,8.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
4,2.25,2020,8424,1.0,4,7.0,640,1979,0,0,0.0,0.0,1.0,0.0,0.0
4,2.75,2610,8760,1.0,4,8.0,850,1978,0,0,0.0,0.0,1.0,0.0,0.0
3,1.75,2120,11340,1.0,4,7.0,1060,1966,0,3,0.0,0.0,1.0,0.0,0.0
4,1.0,980,3000,1.5,4,7.0,0,1914,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1790,50529,1.0,5,7.0,700,1965,0,0,0.0,0.0,1.0,0.0,0.0
4,1.0,1550,15239,1.5,3,6.0,180,1930,1,4,0.0,0.0,1.0,0.0,0.0
4,2.25,2630,4000,2.0,5,9.0,820,1909,0,0,0.0,0.0,0.0,1.0,0.0
4,2.0,2360,7440,1.0,3,7.0,1180,1955,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,1570,9136,1.0,3,7.0,0,1953,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,3560,6786,2.0,3,9.0,630,2014,0,0,0.0,0.0,0.0,1.0,0.0
2,3.25,2070,3128,2.0,3,9.0,310,1988,1,3,0.0,0.0,0.0,1.0,0.0
4,2.5,2280,7219,2.0,4,8.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
5,1.0,3240,5324,2.0,3,9.0,0,2007,0,0,1.0,0.0,0.0,0.0,0.0
3,2.75,1540,6760,1.0,5,7.0,330,1980,0,0,0.0,0.0,1.0,0.0,0.0
2,1.75,2320,6755,1.0,5,8.0,940,1946,0,0,0.0,0.0,1.0,0.0,0.0
4,2.0,1580,6250,1.0,3,7.0,720,1977,0,0,0.0,0.0,1.0,0.0,0.0
3,1.75,1290,7205,1.5,3,7.0,0,1971,0,0,1.0,0.0,0.0,0.0,0.0
4,2.25,2510,31584,2.0,4,9.0,0,1979,0,0,1.0,0.0,0.0,0.0,0.0
4,2.0,1650,5000,1.0,3,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1620,4200,1.0,5,7.0,790,1945,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,890,5965,1.0,3,7.0,0,1950,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,3320,8325,2.5,5,10.0,0,1905,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1430,4240,1.5,3,7.0,0,1924,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1390,16000,1.0,4,6.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
6,3.0,2470,9328,2.0,3,8.0,0,1982,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,1760,43575,1.0,3,7.0,600,1988,0,0,0.0,0.0,1.0,0.0,0.0
3,2.0,2130,8225,1.0,4,8.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,1420,16400,1.5,4,6.0,0,1943,0,0,1.0,0.0,0.0,0.0,0.0
4,2.25,2010,7280,2.0,4,8.0,0,1988,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,1820,11325,1.0,3,8.0,430,1976,0,0,0.0,0.0,1.0,0.0,0.0
3,1.75,1480,6120,1.5,3,7.0,0,1946,0,0,1.0,0.0,0.0,0.0,0.0
5,3.5,2815,5619,2.0,3,9.0,0,2012,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,1280,5728,1.5,5,6.0,0,1941,0,0,1.0,0.0,0.0,0.0,0.0
2,1.5,1020,1060,3.0,3,8.0,0,2008,0,0,1.0,0.0,0.0,0.0,0.0
5,2.25,3000,13899,2.0,4,8.0,0,1975,0,0,1.0,0.0,0.0,0.0,0.0
5,2.5,2350,4000,2.0,3,9.0,0,1993,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2570,7221,1.0,4,8.0,1000,1958,0,0,0.0,0.0,1.0,0.0,0.0
4,2.0,1900,76877,1.0,3,8.0,0,2004,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1380,10875,1.0,3,7.0,0,1977,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,560,7560,1.0,3,6.0,0,1944,0,0,1.0,0.0,0.0,0.0,0.0
3,2.25,2300,8067,1.0,4,8.0,1000,1979,0,0,0.0,0.0,1.0,0.0,0.0
2,1.0,740,6550,1.0,4,7.60247802734375,0,1946,0,0,1.0,0.0,0.0,0.0,0.0
5,3.0,2200,6380,1.0,3,7.0,760,1987,0,0,0.0,0.0,1.0,0.0,0.0
5,3.0,2500,5750,1.0,3,8.0,1070,1999,0,0,0.0,0.0,1.0,0.0,0.0
3,1.5,1370,7439,1.0,4,6.0,0,1963,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2010,4059,2.0,3,8.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,1810,4332,2.0,3,8.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1540,4800,1.0,4,6.0,770,1925,0,0,0.0,0.0,1.0,0.0,0.0
4,2.25,3190,11597,2.0,3,10.0,890,1984,0,0,0.0,0.0,0.0,1.0,0.0
